index,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Event_type,Event_Medal,Team
9170,1956,Melbourne / Stockholm,Boxing,Boxing,"SPINKS, Terence George",GBR,Men,- 51KG (Flyweight),Gold,Men,4,No
9171,1956,Melbourne / Stockholm,Boxing,Boxing,"DOBRESCU, Mircea",ROU,Men,- 51KG (Flyweight),Silver,Men,4,No
9172,1956,Melbourne / Stockholm,Boxing,Boxing,"BEKKER, Daniel Wepener",RSA,Men,+ 81KG (Heavyweight),Bronze,Men,4,No
9173,1956,Melbourne / Stockholm,Boxing,Boxing,"BOZZANO, Giacomo",ITA,Men,+ 81KG (Heavyweight),Bronze,Men,4,No
9174,1956,Melbourne / Stockholm,Boxing,Boxing,"RADEMACHER, Thomas Peter",USA,Men,+ 81KG (Heavyweight),Gold,Men,4,No
9175,1956,Melbourne / Stockholm,Boxing,Boxing,"MUKHIN, Lev",URS,Men,+ 81KG (Heavyweight),Silver,Men,4,No
9176,1956,Melbourne / Stockholm,Boxing,Boxing,"BARRIENTOS, Claudio",CHI,Men,51 - 54KG (Bantamweight),Bronze,Men,4,No
9177,1956,Melbourne / Stockholm,Boxing,Boxing,"GILROY, Frederick",IRL,Men,51 - 54KG (Bantamweight),Bronze,Men,4,No
9178,1956,Melbourne / Stockholm,Boxing,Boxing,"BEHRENDT, Wolfgang",EUA,Men,51 - 54KG (Bantamweight),Gold,Men,4,No
9179,1956,Melbourne / Stockholm,Boxing,Boxing,"SONG, Soon-Chun",KOR,Men,51 - 54KG (Bantamweight),Silver,Men,4,No
9180,1956,Melbourne / Stockholm,Boxing,Boxing,"HÄMÄLÄINEN, Pentti Olavi",FIN,Men,54 - 57KG (Featherweight),Bronze,Men,4,No
9181,1956,Melbourne / Stockholm,Boxing,Boxing,"NIEDZWIEDZKI, Henryk",POL,Men,54 - 57KG (Featherweight),Bronze,Men,4,No
9182,1956,Melbourne / Stockholm,Boxing,Boxing,"SAFRONOV, Vladimir",URS,Men,54 - 57KG (Featherweight),Gold,Men,4,No
9183,1956,Melbourne / Stockholm,Boxing,Boxing,"NICHOLLS, Thomas G.",GBR,Men,54 - 57KG (Featherweight),Silver,Men,4,No
9184,1956,Melbourne / Stockholm,Boxing,Boxing,"BYRNE, Anthony",IRL,Men,57 - 60KG (Lightweight),Bronze,Men,4,No
9185,1956,Melbourne / Stockholm,Boxing,Boxing,"LAGETKO, Anatoli",URS,Men,57 - 60KG (Lightweight),Bronze,Men,4,No
9186,1956,Melbourne / Stockholm,Boxing,Boxing,"MCTAGGART, Richard",GBR,Men,57 - 60KG (Lightweight),Gold,Men,4,No
9187,1956,Melbourne / Stockholm,Boxing,Boxing,"KURSCHAT, Harry",EUA,Men,57 - 60KG (Lightweight),Silver,Men,4,No
9188,1956,Melbourne / Stockholm,Boxing,Boxing,"DUMITRESCU, Constantin",ROU,Men,60 - 63.5KG (Light-Welterweight),Bronze,Men,4,No
9189,1956,Melbourne / Stockholm,Boxing,Boxing,"LOUBSCHER, Henry James",RSA,Men,60 - 63.5KG (Light-Welterweight),Bronze,Men,4,No
9190,1956,Melbourne / Stockholm,Boxing,Boxing,"ENGIBARYAN, Vladimir",URS,Men,60 - 63.5KG (Light-Welterweight),Gold,Men,4,No
9191,1956,Melbourne / Stockholm,Boxing,Boxing,"NENCI, Franco",ITA,Men,60 - 63.5KG (Light-Welterweight),Silver,Men,4,No
9192,1956,Melbourne / Stockholm,Boxing,Boxing,"GARGANO, Nicholas",GBR,Men,63.5 - 67KG (Welterweight),Bronze,Men,4,No
9193,1956,Melbourne / Stockholm,Boxing,Boxing,"HOGARTH, Kevin John",AUS,Men,63.5 - 67KG (Welterweight),Bronze,Men,4,No
9194,1956,Melbourne / Stockholm,Boxing,Boxing,"LINCA, Nicolae",ROU,Men,63.5 - 67KG (Welterweight),Gold,Men,4,No
9195,1956,Melbourne / Stockholm,Boxing,Boxing,"TIEDT, Fred",IRL,Men,63.5 - 67KG (Welterweight),Silver,Men,4,No
9196,1956,Melbourne / Stockholm,Boxing,Boxing,"MCCORMACK, John",GBR,Men,67 - 71KG (Light-Middleweight),Bronze,Men,4,No
9197,1956,Melbourne / Stockholm,Boxing,Boxing,"PIETRZYKOWSKI, Zbigniew",POL,Men,67 - 71KG (Light-Middleweight),Bronze,Men,4,No
9198,1956,Melbourne / Stockholm,Boxing,Boxing,"PAPP, Laszlo",HUN,Men,67 - 71KG (Light-Middleweight),Gold,Men,4,No
9199,1956,Melbourne / Stockholm,Boxing,Boxing,"TORRES, Jose Louis Chegui",USA,Men,67 - 71KG (Light-Middleweight),Silver,Men,4,No
9200,1956,Melbourne / Stockholm,Boxing,Boxing,"CHAPRON, Gilbert",FRA,Men,71-75KG,Bronze,Men,4,No
9201,1956,Melbourne / Stockholm,Boxing,Boxing,"ZALAZAR, Victor",ARG,Men,71-75KG,Bronze,Men,4,No
9202,1956,Melbourne / Stockholm,Boxing,Boxing,"SHATKOV, Gennadi",URS,Men,71-75KG,Gold,Men,4,No
9203,1956,Melbourne / Stockholm,Boxing,Boxing,"TAPIA, Ramon",CHI,Men,71-75KG,Silver,Men,4,No
9204,1956,Melbourne / Stockholm,Boxing,Boxing,"LUCAS, Carlos",CHI,Men,75 - 81KG (Light-Heavyweight),Bronze,Men,4,No
9205,1956,Melbourne / Stockholm,Boxing,Boxing,"MURAUSKAS, Romualdas",URS,Men,75 - 81KG (Light-Heavyweight),Bronze,Men,4,No
9206,1956,Melbourne / Stockholm,Boxing,Boxing,"BOYD, James Felton",USA,Men,75 - 81KG (Light-Heavyweight),Gold,Men,4,No
9207,1956,Melbourne / Stockholm,Boxing,Boxing,"NEGREA, Gheorghe",ROU,Men,75 - 81KG (Light-Heavyweight),Silver,Men,4,No
9208,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BUKHARIN, Gennady",URS,Men,C-1 10000M,Bronze,Men,3,No
9209,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ROTMAN, Leon",ROU,Men,C-1 10000M,Gold,Men,3,No
9210,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",HUN,Men,C-1 10000M,Silver,Men,3,No
9211,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BUKHARIN, Gennady",URS,Men,C-1 1000M (Canoe Single),Bronze,Men,3,No
9212,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ROTMAN, Leon",ROU,Men,C-1 1000M (Canoe Single),Gold,Men,3,No
9213,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HERNEK, Istvan",HUN,Men,C-1 1000M (Canoe Single),Silver,Men,3,No
9226,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SCHEUER, Michael",EUA,Men,K-1 10000M,Bronze,Men,3,No
9227,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 10000M,Gold,Men,3,No
9228,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HATLACZKY, Ferenc",HUN,Men,K-1 10000M,Silver,Men,3,No
9229,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KISS, Lajos",HUN,Men,K-1 1000M (Kayak Single),Bronze,Men,3,No
9230,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 1000M (Kayak Single),Gold,Men,3,No
9231,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"PISSAREV, Igor",URS,Men,K-1 1000M (Kayak Single),Silver,Men,3,No
9232,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SÖBY, Tove Goltermann",DEN,Women,K-1 500M (Kayak Single),Bronze,Women,3,No
9233,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DEMENTYEVA, Elizaveta",URS,Women,K-1 500M (Kayak Single),Gold,Women,3,No
9234,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ZENZ, Therese",EUA,Women,K-1 500M (Kayak Single),Silver,Women,3,No
9247,1956,Melbourne / Stockholm,Cycling,Cycling Road,"JACKSON, Alan Wharmby",GBR,Men,Individual Road Race,Bronze,Men,3,No
9248,1956,Melbourne / Stockholm,Cycling,Cycling Road,"BALDINI, Ercole",ITA,Men,Individual Road Race,Gold,Men,3,No
9249,1956,Melbourne / Stockholm,Cycling,Cycling Road,"GEYRE, Arnaud",FRA,Men,Individual Road Race,Silver,Men,3,No
9259,1956,Melbourne / Stockholm,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,Men,1KM Time Trial,Bronze,Men,3,No
9260,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,1KM Time Trial,Gold,Men,3,No
9261,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,1KM Time Trial,Silver,Men,3,No
9268,1956,Melbourne / Stockholm,Cycling,Cycling Track,"PLOOG, Richard Francis",AUS,Men,Sprint Indivual,Bronze,Men,3,No
9269,1956,Melbourne / Stockholm,Cycling,Cycling Track,"ROUSSEAU, Michel",FRA,Men,Sprint Indivual,Gold,Men,3,No
9270,1956,Melbourne / Stockholm,Cycling,Cycling Track,"PESENTI, Guglielmo",ITA,Men,Sprint Indivual,Silver,Men,3,No
9283,1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Individual,Gold,Both,4,No
9284,1956,Melbourne / Stockholm,Equestrian,Dressage,"LINSENHOFF, Liselott",EUA,Women,Individual,Bronze,Both,4,No
9285,1956,Melbourne / Stockholm,Equestrian,Dressage,"HARTEL, Lis",DEN,Women,Individual,Silver,Both,4,No
9286,1956,Melbourne / Stockholm,Equestrian,Dressage,JUBILEE,DEN,Women,Individual,Silver,Both,4,No
9297,1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,Individual,Bronze,Both,3,No
9298,1956,Melbourne / Stockholm,Equestrian,Eventing,"KASTENMAN, Petrus",SWE,Men,Individual,Gold,Both,3,No
9299,1956,Melbourne / Stockholm,Equestrian,Eventing,"LÜTKE WESTHUES, August",EUA,Men,Individual,Silver,Both,3,No
9311,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Individual,Bronze,Both,4,No
9312,1956,Melbourne / Stockholm,Equestrian,Jumping,"WINKLER, Hans Günter",EUA,Men,Individual,Gold,Both,4,No
9313,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Individual,Silver,Both,4,No
9314,1956,Melbourne / Stockholm,Equestrian,Jumping,HALLA,EUA,Women,Individual,Gold,Both,4,No
9326,1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Individual,Bronze,Men,3,No
9327,1956,Melbourne / Stockholm,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Individual,Gold,Men,3,No
9328,1956,Melbourne / Stockholm,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Individual,Silver,Men,3,No
9346,1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Individual,Bronze,Men,3,No
9347,1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Individual,Gold,Men,3,No
9348,1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Individual,Silver,Men,3,No
9349,1956,Melbourne / Stockholm,Fencing,Fencing,"GARILHE, Renee",FRA,Women,Foil Individual,Bronze,Women,3,No
9350,1956,Melbourne / Stockholm,Fencing,Fencing,"SHEEN, Gillian Mary",GBR,Women,Foil Individual,Gold,Women,3,No
9351,1956,Melbourne / Stockholm,Fencing,Fencing,"ORBAN-SZABO, Olga",ROU,Women,Foil Individual,Silver,Women,3,No
9370,1956,Melbourne / Stockholm,Fencing,Fencing,"KUZNETSOV, Lev",URS,Men,Sabre Individual,Bronze,Men,3,No
9371,1956,Melbourne / Stockholm,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Individual,Gold,Men,3,No
9372,1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,Sabre Individual,Silver,Men,3,No
9436,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,Balance Beam,Gold,Women,3,No
9437,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MANINA, Tamara",URS,Women,Balance Beam,Silver,Women,3,No
9438,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,Women,Balance Beam,Silver,Women,3,No
9439,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Floor Exercises,Gold,Men,4,No
9440,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,Floor Exercises,Silver,Men,4,No
9441,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Floor Exercises,Silver,Men,4,No
9442,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"THORESSON, William",SWE,Men,Floor Exercises,Silver,Men,4,No
9443,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LEUSTEANU-POPESCU-TEODORESCU, Elena",ROU,Women,Floor Exercises,Bronze,Women,3,No
9444,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,Floor Exercises,Gold,Women,3,No
9445,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,Floor Exercises,Gold,Women,3,No
9446,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Horizontal Bar,Bronze,Men,3,No
9447,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Horizontal Bar,Gold,Men,3,No
9448,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,Horizontal Bar,Silver,Men,3,No
9449,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,Individual All-Round,Bronze,Men,3,No
9450,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Individual All-Round,Gold,Men,3,No
9451,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Individual All-Round,Silver,Men,3,No
9452,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,Individual All-Round,Bronze,Women,3,No
9453,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,Individual All-Round,Gold,Women,3,No
9454,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,Individual All-Round,Silver,Women,3,No
9455,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Parallel Bars,Bronze,Men,4,No
9456,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Parallel Bars,Bronze,Men,4,No
9457,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Parallel Bars,Gold,Men,4,No
9458,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,Parallel Bars,Silver,Men,4,No
9459,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Pommel Horse,Bronze,Men,3,No
9460,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"SHAKHLIN, Boris",URS,Men,Pommel Horse,Gold,Men,3,No
9461,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Pommel Horse,Silver,Men,3,No
9462,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,Rings,Bronze,Men,4,No
9463,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Rings,Bronze,Men,4,No
9464,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"AZARYAN, Albert",URS,Men,Rings,Gold,Men,4,No
9465,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Rings,Silver,Men,4,No
9526,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOVA, Sofiya",URS,Women,Uneven Bars,Bronze,Women,3,No
9527,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,Uneven Bars,Gold,Women,3,No
9528,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,Uneven Bars,Silver,Women,3,No
9529,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,Vault,Bronze,Men,3,No
9530,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"BANTZ, Helmut",EUA,Men,Vault,Gold,Men,3,No
9531,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Vault,Gold,Men,3,No
9532,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"COLLING-PETTERSSON, Ann-Sofi",SWE,Women,Vault,Bronze,Women,4,No
9533,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Women,Vault,Bronze,Women,4,No
9534,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,Vault,Gold,Women,4,No
9535,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MANINA, Tamara",URS,Women,Vault,Silver,Women,4,No
9578,1956,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"KORHONEN, Väinö Kalevi",FIN,Men,Individual Competition,Bronze,Men,3,No
9579,1956,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"HALL, Lars",SWE,Men,Individual Competition,Gold,Men,3,No
9580,1956,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"MANNONEN, Olavi Aleksanteri",FIN,Men,Individual Competition,Silver,Men,3,No
9665,1956,Melbourne / Stockholm,Rowing,Rowing,"KELLY, John Brenden Jr.",USA,Men,Single Sculls (1X),Bronze,Men,3,No
9666,1956,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Vyacheslav",URS,Men,Single Sculls (1X),Gold,Men,3,No
9667,1956,Melbourne / Stockholm,Rowing,Rowing,"MACKENZIE, Stuart A.",AUS,Men,Single Sculls (1X),Silver,Men,3,No
9693,1956,Melbourne / Stockholm,Sailing,Sailing,"MARVIN, John",USA,Men,Single-Handed Dinghy (Finn),Bronze,Both,3,No
9694,1956,Melbourne / Stockholm,Sailing,Sailing,"ELVSTROM, Paul",DEN,Men,Single-Handed Dinghy (Finn),Gold,Both,3,No
9695,1956,Melbourne / Stockholm,Sailing,Sailing,"NELIS, Andre",BEL,Men,Single-Handed Dinghy (Finn),Silver,Both,3,No
9702,1956,Melbourne / Stockholm,Shooting,Shooting,"SEVRYUGIN, Vladimir",URS,Men,"100M Running Deer, Single/Double Shots",Bronze,Men,3,No
9703,1956,Melbourne / Stockholm,Shooting,Shooting,"ROMANENKO, Vitali",URS,Men,"100M Running Deer, Single/Double Shots",Gold,Men,3,No
9704,1956,Melbourne / Stockholm,Shooting,Shooting,"SKÖLDBERG, Olof",SWE,Men,"100M Running Deer, Single/Double Shots",Silver,Men,3,No
9705,1956,Melbourne / Stockholm,Shooting,Shooting,"LICHIARDOPOL, Gheorghe",ROU,Men,25M Rapid Fire Pistol (60 Shots),Bronze,Men,3,No
9706,1956,Melbourne / Stockholm,Shooting,Shooting,"PETRESCU, Stefan",ROU,Men,25M Rapid Fire Pistol (60 Shots),Gold,Men,3,No
9707,1956,Melbourne / Stockholm,Shooting,Shooting,"CHERKASOV, Yevgeni",URS,Men,25M Rapid Fire Pistol (60 Shots),Silver,Men,3,No
9708,1956,Melbourne / Stockholm,Shooting,Shooting,"YLÖNEN, Vilho Ilmari",FIN,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,Men,3,No
9709,1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,Men,3,No
9710,1956,Melbourne / Stockholm,Shooting,Shooting,"ERDMAN, Allan",URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver,Men,3,No
9711,1956,Melbourne / Stockholm,Shooting,Shooting,"PINION, Offutt",USA,Men,50M Pistol (60 Shots),Bronze,Men,3,No
9712,1956,Melbourne / Stockholm,Shooting,Shooting,"LINNOSVUO, Pentti Tapio Akseli",FIN,Men,50M Pistol (60 Shots),Gold,Men,3,No
9713,1956,Melbourne / Stockholm,Shooting,Shooting,"UMAROV, Makhmud",URS,Men,50M Pistol (60 Shots),Silver,Men,3,No
9714,1956,Melbourne / Stockholm,Shooting,Shooting,"SUNDBERG, Johan (John)",SWE,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,Men,3,No
9715,1956,Melbourne / Stockholm,Shooting,Shooting,"BOGDANOV, Anatoli",URS,Men,50M Rifle 3 Positions (3X40 Shots),Gold,Men,3,No
9716,1956,Melbourne / Stockholm,Shooting,Shooting,"HORINEK, Otakar",TCH,Men,50M Rifle 3 Positions (3X40 Shots),Silver,Men,3,No
9717,1956,Melbourne / Stockholm,Shooting,Shooting,"BOA, Gilmore Stuart",CAN,Men,50M Rifle Prone (60 Shots),Bronze,Men,3,No
9718,1956,Melbourne / Stockholm,Shooting,Shooting,"OUELLETTE, Gerald Raymond",CAN,Men,50M Rifle Prone (60 Shots),Gold,Men,3,No
9719,1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,50M Rifle Prone (60 Shots),Silver,Men,3,No
9720,1956,Melbourne / Stockholm,Shooting,Shooting,"CICERI, Alessandro",ITA,Men,Trap (125 Targets),Bronze,Men,3,No
9721,1956,Melbourne / Stockholm,Shooting,Shooting,"ROSSINI, Galliano",ITA,Men,Trap (125 Targets),Gold,Men,3,No
9722,1956,Melbourne / Stockholm,Shooting,Shooting,"SMELCZYNSKI, Adam",POL,Men,Trap (125 Targets),Silver,Men,3,No
9723,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"NAMDJOU, Mahmoud",IRI,Men,"- 56KG, Total (Bantamweight)",Bronze,Men,3,No
9724,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"VINCI, Charles Thomas Jr.",USA,Men,"- 56KG, Total (Bantamweight)",Gold,Men,3,No
9725,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"STOGOV, Vladimir",URS,Men,"- 56KG, Total (Bantamweight)",Silver,Men,3,No
9726,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGAIANI, Alberto",ITA,Men,"+ 90KG, Total (Heavyweight)",Bronze,Men,3,No
9727,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"ANDERSON, Paul Edward",USA,Men,"+ 90KG, Total (Heavyweight)",Gold,Men,3,No
9728,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"SELVETTI, Humberto",ARG,Men,"+ 90KG, Total (Heavyweight)",Silver,Men,3,No
9729,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"ZIELINSKI, Marian",POL,Men,"56 - 60KG, Total (Featherweight)",Bronze,Men,3,No
9730,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"BERGER, Isaac",USA,Men,"56 - 60KG, Total (Featherweight)",Gold,Men,3,No
9731,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"MINAEV, Yevgeni",URS,Men,"56 - 60KG, Total (Featherweight)",Silver,Men,3,No
9732,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KIM, Chang-Hee",KOR,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,Men,3,No
9733,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"RYBAK, Igor",URS,Men,"60 - 67.5KG, Total (Lightweight)",Gold,Men,3,No
9734,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KHABUTDINOV, Ravil",URS,Men,"60 - 67.5KG, Total (Lightweight)",Silver,Men,3,No
9735,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGNATTI, Ermanno",ITA,Men,"67.5 - 75KG, Total (Middleweight)",Bronze,Men,3,No
9736,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"BOGDANOVSKY, Fedor",URS,Men,"67.5 - 75KG, Total (Middleweight)",Gold,Men,3,No
9737,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, Peter T.",USA,Men,"67.5 - 75KG, Total (Middleweight)",Silver,Men,3,No
9738,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, James D.",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze,Men,3,No
9739,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KONO, Thomas Tamio",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold,Men,3,No
9740,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"STEPANOV, Vasili",URS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver,Men,3,No
9741,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"DEBUF, Jean",FRA,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze,Men,3,No
9742,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"VOROBYEV, Arkadi",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold,Men,3,No
9743,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"SHEPPARD, David Joseph",USA,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver,Men,3,No
9744,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"AKBAS, Hüseyin",TUR,Men,- 52KG (Flyweight),Bronze,Men,3,No
9745,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"TSALKALAMANIDZE, Mirian",URS,Men,- 52KG (Flyweight),Gold,Men,3,No
9746,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KHOJASTEHPOUR, Mohammad Ali",IRI,Men,- 52KG (Flyweight),Silver,Men,3,No
9747,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KANGASNIEMI, Taisto Ilmari",FIN,Men,+ 87KG (Heavyweight),Bronze,Men,3,No
9748,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KAPLAN, Hamit",TUR,Men,+ 87KG (Heavyweight),Gold,Men,3,No
9749,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEKMEDOV, Hussein Alitiev",BUL,Men,+ 87KG (Heavyweight),Silver,Men,3,No
9750,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SHAKHOV, Mikhail",URS,Men,52 - 57KG (Bantamweight),Bronze,Men,3,No
9751,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"DAGISTANLI, Mustafa",TUR,Men,52 - 57KG (Bantamweight),Gold,Men,3,No
9752,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"YAGHOUBI, Mohammad Mehdi",IRI,Men,52 - 57KG (Bantamweight),Silver,Men,3,No
